dialog_id	rec_survey_id	seek_survey_id	fine_label	coarse_label	movie_id
20191204-104931_389_live.pkl	first_batch_244	first_batch_244	accept_rating_good	accept_new	4LErjzY_wKISPLIT151
20191129-100503_40_live.pkl	first_batch_655	first_batch_654	accept_uninterested	reject_new	XKSQmYUaIyESPLIT115
20191130-130541_660_live.pkl	first_batch_580	first_batch_579	accept_uninterested	reject_new	lCbWi_6dc2gSPLIT246
20200224-072136_633_live.pkl	first_batch_768	first_batch_768	accept_uninterested	reject_new	MPWMBITCudMSPLIT177
20200221-103805_159_live.pkl	first_batch_397	first_batch_397	accept_rating_good	accept_new	sslCRVx7nPQSPLIT146
20191130-071451_973_live.pkl	first_batch_546	first_batch_546	accept_others	accept_new	bydHcLDfWuYSPLIT200
20191209-082026_177_live.pkl	first_batch_473	first_batch_473	accept_others	accept_new	Daa5VOnUWsASPLIT94
20191130-230558_385_live.pkl	first_batch_513	first_batch_513	accept_rating_good	accept_new	1p3NnJ_oiE0SPLIT159
20191127-224739_530_live.pkl	first_batch_627	first_batch_627	accept_rating_good	accept_new	XQw658a-8UQSPLIT141
20191129-150800_380_live.pkl	first_batch_22	first_batch_22	accept_others	accept_new	r6v3eOMrTIsSPLIT125
20191129-054843_464_live.pkl	first_batch_432	first_batch_432	accept_others	accept_new	C0BMx-qxsP4SPLIT153
20191203-134151_653_live.pkl	first_batch_117	first_batch_119	accept_rating_mod	accept_new	lAvHoeClyc4SPLIT122
20191202-101041_559_live.pkl	first_batch_193	first_batch_193	accept_others	accept_new	SVlgzbuqsn0SPLIT161
20191203-172036_733_live.pkl	first_batch_141	first_batch_141	accept_rating_good	accept_new	lZHUmQ-dCXMSPLIT158
20191207-075356_644_live.pkl	first_batch_416	first_batch_415	accept_rating_good	accept_new	Pj_6GEC0wv0SPLIT112
20200220-231355_605_live.pkl	first_batch_377	first_batch_377	accept_others	accept_new	J7nJksXDBWcSPLIT151
20191202-024056_300_live.pkl	first_batch_182	first_batch_182	accept_rating_good	accept_new	dZpc936_HgoSPLIT148
20191202-123458_528_live.pkl	first_batch_209	first_batch_209	accept_rating_good	accept_new	qo5jJpHtI1YSPLIT180
20191203-070733_490_live.pkl	first_batch_102	first_batch_102	accept_rating_good	accept_new	B65hW9YYY5ASPLIT145
20200220-124450_270_live.pkl	first_batch_344	first_batch_343	accept_uninterested	reject_new	aSO1lncFb4ESPLIT133
20200221-112404_160_live.pkl	first_batch_400	first_batch_400	accept_others	accept_new	mEUsRi74lcYSPLIT119
20200223-182629_46_live.pkl	first_batch_761	first_batch_761	accept_rating_mod	accept_new	eogpIG53CisSPLIT217
20191205-074731_927_live.pkl	first_batch_694	first_batch_694	accept_rating_good	accept_new	AUlKZcHXSPcSPLIT90
20191206-113904_576_live.pkl	first_batch_67	first_batch_67	accept_others	accept_new	1cSGvqQHpjsSPLIT180
20191130-134526_306_live.pkl	first_batch_583	first_batch_583	accept_rating_good	accept_new	p-gG2qo_l_ASPLIT147
20191202-101328_413_live.pkl	first_batch_192	first_batch_194	accept_rating_good	accept_new	ee1172yeqyESPLIT156
20191129-133823_163_live.pkl	first_batch_12	first_batch_12	accept_rating_good	accept_new	rgXplohCw5oSPLIT155
20200221-170956_653_live.pkl	first_batch_717	first_batch_717	accept_rating_good	accept_new	yoLFk4JK_RMSPLIT151
20200220-123214_661_live.pkl	first_batch_339	first_batch_339	accept_rating_good	accept_new	41dUp3kK-0wSPLIT103
20191127-191321_464_live.pkl	first_batch_618	first_batch_617	accept_rating_good	accept_new	Cgnk3MLw9TMSPLIT150
20191201-154740_786_live.pkl	first_batch_684	first_batch_684	accept_rating_good	accept_new	pMYyemI0nxYSPLIT155
20191129-142217_232_live.pkl	first_batch_19	first_batch_19	accept_rating_good	accept_new	0UUeH8DF8uASPLIT126
20191201-134052_760_live.pkl	first_batch_674	first_batch_673	accept_others	accept_new	WFMLGEHdIjESPLIT161
20191202-220058_442_live.pkl	first_batch_91	first_batch_91	accept_rating_good	accept_new	36mnx8dBbGESPLIT149
20191208-154428_639_live.pkl	first_batch_455	first_batch_455	accept_rating_good	accept_new	vIBBVzy5UoQSPLIT144
20191203-132959_776_live.pkl	first_batch_118	first_batch_117	accept_rating_good	accept_new	jEDaVHmw7r4SPLIT134
20191207-075407_662_live.pkl	first_batch_415	first_batch_416	accept_others	accept_new	vK6Syms-X3wSPLIT156
20200221-195310_979_live.pkl	first_batch_724	first_batch_724	accept_rating_good	accept_new	XT6g_7HZdU8SPLIT154
20191203-154607_12_live.pkl	first_batch_130	first_batch_130	accept_rating_good	accept_new	v8yrZSkKxTASPLIT156
20191130-191441_40_live.pkl	first_batch_499	first_batch_499	accept_rating_good	accept_new	JaNs468a59cSPLIT161
20200220-113609_504_live.pkl	first_batch_328	first_batch_328	accept_rating_good	accept_new	znESQTt3L80SPLIT137
20191205-114540_591_live.pkl	first_batch_703	first_batch_703	accept_others	accept_new	nI9p58_KJmwSPLIT112
20191204-114116_706_live.pkl	first_batch_250	first_batch_251	accept_rating_good	accept_new	v07NG-auIwISPLIT95
20200220-104721_301_live.pkl	first_batch_314	first_batch_314	accept_rating_good	accept_new	3AsOdX7NcJsSPLIT149
20191129-124237_313_live.pkl	first_batch_8	first_batch_8	accept_others	accept_new	Qr2DxgOnKoASPLIT174
20191209-125535_750_live.pkl	first_batch_480	first_batch_481	accept_others	accept_new	eSxZ5Q8bUeQSPLIT203
20191128-051143_332_live.pkl	first_batch_438	first_batch_438	accept_rating_good	accept_new	Qt2AyS-ZinwSPLIT87
20191201-134113_119_live.pkl	first_batch_673	first_batch_674	accept_rating_good	accept_new	4gU-x9HIPysSPLIT171
20191209-125424_261_live.pkl	first_batch_481	first_batch_480	accept_uninterested	reject_new	v1oi-RkCLNMSPLIT151
20191130-215613_116_live.pkl	first_batch_511	first_batch_511	accept_others	accept_new	saHzng8fxLsSPLIT104
20191202-005155_166_live.pkl	first_batch_181	first_batch_181	accept_rating_good	accept_new	mV9kxSK_-0ISPLIT189
20191203-054621_211_live.pkl	first_batch_97	first_batch_97	accept_uninterested	reject_new	C0BMx-qxsP4SPLIT153
20191130-193845_247_live.pkl	first_batch_503	first_batch_503	accept_rating_good	accept_new	isnICELMRnsSPLIT121
20191130-163907_981_live.pkl	first_batch_492	first_batch_492	accept_rating_good	accept_new	iyd0eYFl4eYSPLIT161
20191201-175344_62_live.pkl	first_batch_634	first_batch_634	accept_rating_good	accept_new	ee1172yeqyESPLIT156
20191128-164246_403_live.pkl	first_batch_35	first_batch_35	accept_others	accept_new	zvcKNaWgpXASPLIT152
20191201-161647_622_live.pkl	first_batch_687	first_batch_687	accept_rating_good	accept_new	woHTUsl66BYSPLIT155
20191203-074447_647_live.pkl	first_batch_105	first_batch_105	accept_rating_good	accept_new	a54yC1etmVcSPLIT151
20191207-174147_981_live.pkl	first_batch_425	first_batch_425	accept_rating_good	accept_new	YoHD9XEInc0SPLIT143
20191203-185932_360_live.pkl	first_batch_146	first_batch_146	accept_rating_good	accept_new	-gieJQejbHQSPLIT139
20200220-051629_768_live.pkl	first_batch_285	first_batch_284	accept_others	accept_new	BfTYY_pac8oSPLIT155
20191202-190833_413_live.pkl	first_batch_235	first_batch_235	accept_rating_good	accept_new	rgXplohCw5oSPLIT155
20191130-161316_673_live.pkl	first_batch_490	first_batch_490	accept_others	accept_new	Rlq39IC07qASPLIT151
20191127-094337_356_live.pkl	first_batch_73	first_batch_73	accept_uninterested	reject_new	lZHUmQ-dCXMSPLIT158
20200220-064826_867_live.pkl	first_batch_290	first_batch_290	accept_others	accept_new	EILi5E6czQoSPLIT143
20191201-065225_711_live.pkl	first_batch_521	first_batch_521	accept_others	accept_new	SbTxO485zYoSPLIT148
20191130-172326_262_live.pkl	first_batch_494	first_batch_494	accept_others	accept_new	84TouqfIsiISPLIT151
20191206-053216_567_live.pkl	first_batch_53	first_batch_53	accept_rating_good	accept_new	r3N20SC5T84SPLIT147
20191130-113950_387_live.pkl	first_batch_572	first_batch_573	accept_uninterested	reject_new	sE6fTeuKZkgSPLIT71
20200220-055439_470_live.pkl	first_batch_289	first_batch_289	accept_rating_good	accept_new	H9Z3_ifFheQSPLIT151
20200220-133811_373_live.pkl	first_batch_352	first_batch_352	accept_rating_good	accept_new	CE3e3hGF2jcSPLIT131
20191202-183612_73_live.pkl	first_batch_232	first_batch_232	accept_others	accept_new	PltWQ8kQe04SPLIT144
20191201-205005_450_live.pkl	first_batch_643	first_batch_643	accept_rating_good	accept_new	8sLrLtH-nJ4SPLIT76
20191202-145854_494_live.pkl	first_batch_217	first_batch_217	accept_rating_good	accept_new	_EpH1zU-NIUSPLIT133
20200220-161243_290_live.pkl	first_batch_359	first_batch_359	accept_rating_good	accept_new	EVQdObxqvgESPLIT137
20191203-160057_299_live.pkl	first_batch_131	first_batch_132	accept_rating_good	accept_new	MneQ4hAwsBISPLIT192
20191203-210739_454_live.pkl	first_batch_152	first_batch_152	accept_rating_good	accept_new	JMiFsFQcFLESPLIT151
20200220-065336_704_live.pkl	first_batch_291	first_batch_291	accept_uninterested	reject_new	4eaZ_48ZYogSPLIT143
20191208-142430_268_live.pkl	first_batch_450	first_batch_450	accept_rating_good	accept_new	uYRsMfuIAgoSPLIT82
20191203-074726_96_live.pkl	first_batch_106	first_batch_106	accept_rating_good	accept_new	_EpH1zU-NIUSPLIT133
20200220-111717_298_live.pkl	first_batch_320	first_batch_320	accept_rating_good	accept_new	8W6yYBAUxv4SPLIT156
20191201-173308_345_live.pkl	first_batch_631	first_batch_631	accept_others	accept_new	6-ABqpHZzWoSPLIT169
20191203-173049_995_live.pkl	first_batch_142	first_batch_142	accept_rating_good	accept_new	79uuJdcC8wQSPLIT87
20191204-153250_321_live.pkl	first_batch_267	first_batch_267	accept_rating_good	accept_new	LLGdE7AjlBMSPLIT108
20191206-103455_642_live.pkl	first_batch_63	first_batch_63	accept_rating_good	accept_new	6GJo0cxuyxsSPLIT81
20191204-130507_205_live.pkl	first_batch_256	first_batch_256	accept_rating_good	accept_new	DIOW-kR_amsSPLIT166
20191202-203253_590_live.pkl	first_batch_85	first_batch_85	accept_rating_good	accept_new	rgXplohCw5oSPLIT155
20191204-065344_459_live.pkl	first_batch_168	first_batch_168	accept_others	accept_new	OiRQOpC0nhgSPLIT71
20200220-093730_176_live.pkl	first_batch_295	first_batch_295	accept_others	accept_new	_shrCoqWh9kSPLIT105
20191128-080723_422_live.pkl	first_batch_443	first_batch_443	accept_uninterested	reject_new	REC_K0LLaybEuzASPLIT149SEEKERnothing
20191201-134357_596_live.pkl	first_batch_675	first_batch_676	accept_rating_good	accept_new	F7Ug863S8dQSPLIT164
20191202-100210_45_live.pkl	first_batch_190	first_batch_190	accept_others	accept_new	Budwd_uAnskSPLIT129
20191206-100644_263_live.pkl	first_batch_60	first_batch_60	accept_others	accept_new	MneQ4hAwsBISPLIT192
20191204-111020_287_live.pkl	first_batch_248	first_batch_248	accept_others	accept_new	OtU0UBnWik4SPLIT135
20191206-141840_19_live.pkl	first_batch_403	first_batch_403	accept_rating_good	accept_new	wC8uySZzInESPLIT184
20200222-182348_248_live.pkl	first_batch_740	first_batch_740	accept_others	accept_new	8xYMBWsX9esSPLIT61
20191204-180415_568_live.pkl	first_batch_273	first_batch_274	accept_rating_good	accept_new	Budwd_uAnskSPLIT129
20191202-154637_914_live.pkl	first_batch_224	first_batch_224	accept_rating_good	accept_new	3iTm6wvB21ISPLIT158
20200220-073736_26_live.pkl	first_batch_294	first_batch_294	accept_rating_good	accept_new	679wr31SXWkSPLIT107
20191202-155353_697_live.pkl	first_batch_225	first_batch_225	accept_rating_good	accept_new	dtKMEAXyPkgSPLIT163
20191201-131632_568_live.pkl	first_batch_671	first_batch_669	accept_uninterested	reject_new	WVAcTZKTgmcSPLIT138
20191128-205617_846_live.pkl	first_batch_602	first_batch_604	accept_rating_mod	accept_new	rLiZpa7e-RwSPLIT153
20191209-074637_787_live.pkl	first_batch_470	first_batch_470	accept_others	accept_new	yBWyKRoh98USPLIT146
20200221-152350_178_live.pkl	first_batch_715	first_batch_715	accept_rating_mod	accept_new	vuzplFd3YVYSPLIT153
20191202-215220_719_live.pkl	first_batch_90	first_batch_90	accept_rating_good	accept_new	znyWYYHxpDMSPLIT148
20191203-075640_438_live.pkl	first_batch_107	first_batch_107	accept_uninterested	reject_new	_oIgOc2YEPYSPLIT147
20191130-083110_909_live.pkl	first_batch_553	first_batch_553	accept_uninterested	reject_new	SVOvWipktrcSPLIT71
20191204-031733_218_live.pkl	first_batch_159	first_batch_159	accept_rating_good	accept_new	jAI7rF0eQyQSPLIT151
20191208-150144_346_live.pkl	first_batch_451	first_batch_452	accept_rating_good	accept_new	9Hv7bovUCpcSPLIT71
20191204-144450_580_live.pkl	first_batch_262	first_batch_262	accept_rating_good	accept_new	_EpH1zU-NIUSPLIT133
20191204-054029_566_live.pkl	first_batch_162	first_batch_162	accept_rating_good	accept_new	pPhISgw3I2wSPLIT108
20191128-091819_347_live.pkl	first_batch_446	first_batch_446	accept_rating_good	accept_new	EG0MR5dFz7ESPLIT79
20191203-215806_963_live.pkl	first_batch_154	first_batch_154	accept_rating_good	accept_new	ee1172yeqyESPLIT156
20191205-123357_151_live.pkl	first_batch_708	first_batch_708	accept_rating_good	accept_new	cCn-rmgECY0SPLIT150
20200220-161841_205_live.pkl	first_batch_360	first_batch_360	accept_rating_good	accept_new	fcb68kAOvt4SPLIT140
20191204-143005_587_live.pkl	first_batch_259	first_batch_260	accept_uninterested	reject_new	yBWm4qpTRTQSPLIT145
20200220-101458_767_live.pkl	first_batch_303	first_batch_303	accept_others	accept_new	KikaTpBn2GMSPLIT146
20191130-061810_671_live.pkl	first_batch_542	first_batch_541	reject	reject_new	woHTUsl66BYSPLIT155
20191206-092859_628_live.pkl	first_batch_58	first_batch_58	accept_others	accept_new	ZkKaDXapi1oSPLIT148
20200222-122417_575_live.pkl	first_batch_736	first_batch_736	accept_rating_good	accept_new	PaZVjZEFkRsSPLIT148
20191204-144051_461_live.pkl	first_batch_261	first_batch_261	accept_rating_good	accept_new	a6Zt0mBJThcSPLIT71
20200223-095641_373_live.pkl	first_batch_755	first_batch_755	accept_rating_good	accept_new	RIRVOepV9IkSPLIT129
20191203-175458_519_live.pkl	first_batch_145	first_batch_145	accept_rating_good	accept_new	rRNvUp4bkbASPLIT146
20191128-204445_531_live.pkl	first_batch_601	first_batch_601	accept_rating_good	accept_new	MPWMBITCudMSPLIT177
20191205-124139_675_live.pkl	first_batch_709	first_batch_709	accept_rating_good	accept_new	a6Zt0mBJThcSPLIT71
20191127-114817_393_live.pkl	first_batch_79	first_batch_79	accept_uninterested	reject_new	cv01Mcdf8rISPLIT150
20191129-124438_838_live.pkl	first_batch_9	first_batch_9	accept_rating_good	accept_new	KbmK9o9DJn4SPLIT96
20191204-041318_296_live.pkl	first_batch_160	first_batch_160	accept_others	accept_new	qMfHt6Ul2UESPLIT93
20191206-105712_491_live.pkl	first_batch_64	first_batch_64	accept_rating_good	accept_new	w2bnY9oWVFwSPLIT147
20191204-071537_330_live.pkl	first_batch_169	first_batch_169	accept_rating_good	accept_new	DyQ8PoBV_VoSPLIT106
20200223-162828_496_live.pkl	first_batch_759	first_batch_759	accept_uninterested	reject_new	uE7qjQlfoRsSPLIT32
20191206-143900_927_live.pkl	first_batch_406	first_batch_406	accept_rating_good	accept_new	prH-hf9s9_wSPLIT155
20200220-111841_314_live.pkl	first_batch_321	first_batch_321	accept_rating_good	accept_new	JCJ_45ALFvgSPLIT93
20200220-100616_667_live.pkl	first_batch_301	first_batch_301	accept_others	accept_new	X1U21VBSbSsSPLIT154
20191209-115759_832_live.pkl	first_batch_477	first_batch_477	accept_uninterested	reject_new	HSaynNIu5vASPLIT157
20191130-125658_575_live.pkl	first_batch_576	first_batch_577	accept_rating_good	accept_new	LUG2U-IxPx0SPLIT141
20191209-073746_407_live.pkl	first_batch_469	first_batch_469	accept_rating_good	accept_new	BfTYY_pac8oSPLIT155
20191129-113431_915_live.pkl	first_batch_0	first_batch_0	accept_rating_good	accept_new	lZHUmQ-dCXMSPLIT158
20191130-165101_660_live.pkl	first_batch_493	first_batch_493	accept_others	accept_new	HUjZHFNMlOMSPLIT117
20191209-112514_314_live.pkl	first_batch_474	first_batch_474	accept_rating_good	accept_new	HkZYbOH0ujwSPLIT131
20191209-114559_55_live.pkl	first_batch_476	first_batch_476	accept_rating_good	accept_new	hhiArvN2Qh4SPLIT154
20191204-112328_341_live.pkl	first_batch_249	first_batch_249	accept_uninterested	reject_new	jEnIfGQ_UuQSPLIT136
20191203-130241_511_live.pkl	first_batch_114	first_batch_114	accept_rating_good	accept_new	2UuRFr0GnHMSPLIT119
20191130-090406_43_live.pkl	first_batch_555	first_batch_555	accept_rating_good	accept_new	_EpH1zU-NIUSPLIT133
20191129-144328_319_live.pkl	first_batch_20	first_batch_20	accept_rating_good	accept_new	MneQ4hAwsBISPLIT192
20200220-123716_808_live.pkl	first_batch_342	first_batch_341	accept_uninterested	reject_new	Rc3e0m6SpXoSPLIT155
20200220-145350_415_live.pkl	first_batch_354	first_batch_354	accept_rating_good	accept_new	jaJuwKCmJbYSPLIT154
20191204-164222_280_live.pkl	first_batch_271	first_batch_271	accept_rating_good	accept_new	IJPWP3udqE8SPLIT86
20191206-234309_351_live.pkl	first_batch_413	first_batch_413	accept_uninterested	reject_new	8361stZ8n0wSPLIT139
20200220-102207_215_live.pkl	first_batch_307	first_batch_307	accept_others	accept_new	K0LLaybEuzASPLIT149
20200220-114832_553_live.pkl	first_batch_330	first_batch_330	accept_rating_good	accept_new	4_RYN3GYQ4gSPLIT158
20191203-054420_485_live.pkl	first_batch_96	first_batch_96	accept_rating_good	accept_new	TUrSZLuGfEASPLIT142
20200223-090659_820_live.pkl	first_batch_754	first_batch_754	accept_rating_good	accept_new	VbfC4lrNulESPLIT138
20191130-155144_145_live.pkl	first_batch_489	first_batch_489	accept_rating_good	accept_new	ar-IaAx7s8kSPLIT151
20191126-191633_471_live.pkl	first_batch_594	first_batch_595	accept_rating_good	accept_new	2BP38770KNoSPLIT148
20191203-135556_566_live.pkl	first_batch_120	first_batch_120	accept_rating_good	accept_new	dMaq_pfxs-0SPLIT140
20191130-091412_627_live.pkl	first_batch_557	first_batch_557	accept_rating_good	accept_new	fNeCB2ALNoASPLIT133
20191207-104640_926_live.pkl	first_batch_418	first_batch_418	accept_rating_good	accept_new	PN7yFr3qAjYSPLIT30
20191127-120251_348_live.pkl	first_batch_80	first_batch_80	accept_others	accept_new	DH-9_6Eg-qcSPLIT161
20191203-185934_968_live.pkl	first_batch_148	first_batch_147	accept_uninterested	reject_new	FHThGmVfE3ASPLIT78
20191130-094217_136_live.pkl	first_batch_558	first_batch_558	accept_rating_good	accept_new	_EpH1zU-NIUSPLIT133
20191202-130232_689_live.pkl	first_batch_215	first_batch_215	accept_others	accept_new	FDhoqY1grJYSPLIT139
20191130-110541_149_live.pkl	first_batch_564	first_batch_563	accept_rating_good	accept_new	iyd0eYFl4eYSPLIT161
20191205-104304_466_live.pkl	first_batch_698	first_batch_699	accept_others	accept_new	FLzfXQSPBOgSPLIT151
20191201-045753_758_live.pkl	first_batch_518	first_batch_518	accept_rating_good	accept_new	rgXplohCw5oSPLIT155
20191205-221457_995_live.pkl	first_batch_50	first_batch_50	accept_rating_good	accept_new	clbSd2JzAqcSPLIT153
20191130-123825_772_live.pkl	first_batch_574	first_batch_574	accept_others	accept_new	xib-h6ZrxvQSPLIT155
20200221-104923_99_live.pkl	first_batch_398	first_batch_398	accept_others	accept_new	-gieJQejbHQSPLIT139
20191129-160810_596_live.pkl	first_batch_24	first_batch_24	accept_others	accept_new	BBqYaFEWBxISPLIT147
20191202-151034_646_live.pkl	first_batch_220	first_batch_220	accept_rating_good	accept_new	_IfPRsQBhuESPLIT123
20200220-110328_294_live.pkl	first_batch_319	first_batch_317	accept_uninterested	reject_new	N7V9kqENkT0SPLIT152
20191201-073424_774_live.pkl	first_batch_525	first_batch_525	accept_rating_good	accept_new	FLzfXQSPBOgSPLIT151
20200220-130735_255_live.pkl	first_batch_348	first_batch_348	accept_rating_good	accept_new	eFkmiAw5Av8SPLIT155
20191130-193224_763_live.pkl	first_batch_502	first_batch_502	accept_others	accept_new	9Hv7bovUCpcSPLIT71
20191204-082450_571_live.pkl	first_batch_177	first_batch_177	accept_others	accept_new	_EpH1zU-NIUSPLIT133
20191206-074310_542_live.pkl	first_batch_57	first_batch_57	accept_rating_good	accept_new	J-jWH0tIrakSPLIT150
20200220-123353_710_live.pkl	first_batch_340	first_batch_340	accept_rating_mod	accept_new	KZv6E8d8PBASPLIT110
20200220-011531_529_live.pkl	first_batch_279	first_batch_279	accept_rating_good	accept_new	lZHUmQ-dCXMSPLIT158
20191130-231047_608_live.pkl	first_batch_514	first_batch_514	accept_others	accept_new	MClK-aLrBgUSPLIT145
20191202-210707_256_live.pkl	first_batch_88	first_batch_88	accept_rating_good	accept_new	P5nj1WdMJP4SPLIT151
20191129-123612_484_live.pkl	first_batch_7	first_batch_7	accept_others	accept_new	rgXplohCw5oSPLIT155
20191205-095721_641_live.pkl	first_batch_697	first_batch_697	accept_rating_good	accept_new	Vo96qDiGUiISPLIT154
20191130-073653_959_live.pkl	first_batch_547	first_batch_547	accept_rating_good	accept_new	vtejTSKBT1kSPLIT71
20200220-112014_385_live.pkl	first_batch_322	first_batch_322	accept_others	accept_new	mkZsFiVQQskSPLIT108
20200220-043327_293_live.pkl	first_batch_282	first_batch_282	accept_rating_good	accept_new	38A__WT3-o0SPLIT151
20191203-134027_918_live.pkl	first_batch_119	first_batch_118	accept_uninterested	reject_new	y1emDAYCfVQSPLIT136
20191202-002207_45_live.pkl	first_batch_179	first_batch_179	accept_others	accept_new	BEdlSI2mYpsSPLIT97
20191130-085032_811_live.pkl	first_batch_554	first_batch_554	accept_others	accept_new	rgXplohCw5oSPLIT155
20191209-132759_655_live.pkl	first_batch_483	first_batch_483	accept_rating_good	accept_new	qJA48WZ9bisSPLIT17
20191127-191340_742_live.pkl	first_batch_617	first_batch_618	accept_rating_good	accept_new	0fUCuvNlOCgSPLIT156
20191128-005428_811_live.pkl	first_batch_629	first_batch_629	accept_uninterested	reject_new	JgacDwgKiZgSPLIT173
20191205-112501_697_live.pkl	first_batch_701	first_batch_701	accept_others	accept_new	HNyxTUX-9_USPLIT140
20191128-130950_961_live.pkl	first_batch_31	first_batch_31	accept_others	accept_new	yftHosO0eUoSPLIT122
20191205-104218_798_live.pkl	first_batch_699	first_batch_698	accept_others	accept_new	LLGdE7AjlBMSPLIT108
20191127-112048_240_live.pkl	first_batch_77	first_batch_78	accept_rating_good	accept_new	jvQUIt0BWcUSPLIT155
20200220-102043_390_live.pkl	first_batch_305	first_batch_306	accept_uninterested	reject_new	wlDrjAqVuf8SPLIT145
20191206-102536_905_live.pkl	first_batch_62	first_batch_62	accept_uninterested	reject_new	zvcKNaWgpXASPLIT152
20191203-220532_83_live.pkl	first_batch_155	first_batch_155	accept_rating_good	accept_new	d4IXv5_E33MSPLIT117
20191209-080103_296_live.pkl	first_batch_471	first_batch_471	accept_rating_good	accept_new	PjAb2OPot6QSPLIT165
20200221-193248_875_live.pkl	first_batch_723	first_batch_723	accept_rating_good	accept_new	mcqbqeXIjZ8SPLIT137
20191204-151406_154_live.pkl	first_batch_264	first_batch_265	accept_rating_good	accept_new	zwhP5b4tD6gSPLIT129
20191203-160744_887_live.pkl	first_batch_133	first_batch_133	accept_rating_good	accept_new	BXkSost_0NcSPLIT145
20191208-141207_219_live.pkl	first_batch_448	first_batch_448	accept_others	accept_new	FiZtMRec6lESPLIT151
20191206-110256_365_live.pkl	first_batch_65	first_batch_65	accept_rating_good	accept_new	-AKU-T7_rDASPLIT140
20191130-113042_154_live.pkl	first_batch_569	first_batch_570	accept_rating_good	accept_new	xQvaoRScND4SPLIT179
20191128-100058_715_live.pkl	first_batch_447	first_batch_447	accept_rating_good	accept_new	rLiZpa7e-RwSPLIT153
20191201-150808_843_live.pkl	first_batch_680	first_batch_681	accept_rating_good	accept_new	2T3fHtay4egSPLIT115
20191126-181302_3_live.pkl	first_batch_590	first_batch_590	accept_others	accept_new	rLiZpa7e-RwSPLIT153
20191202-094723_661_live.pkl	first_batch_187	first_batch_187	accept_others	accept_new	MPWMBITCudMSPLIT177
20191206-122104_84_live.pkl	first_batch_70	first_batch_70	accept_others	accept_new	K0LLaybEuzASPLIT149
20200222-113602_216_live.pkl	first_batch_734	first_batch_734	accept_rating_good	accept_new	eGjXwDYpOLESPLIT140
20191126-114841_816_live.pkl	first_batch_242	first_batch_242	accept_others	accept_new	REC_Fjq4uVvSw1gSPLIT161SEEKER
20200220-130818_398_live.pkl	first_batch_349	first_batch_349	accept_rating_good	accept_new	HwT879-4WjsSPLIT129
20191202-101027_45_live.pkl	first_batch_194	first_batch_192	accept_others	accept_new	K0LLaybEuzASPLIT149
20191201-183027_369_live.pkl	first_batch_638	first_batch_638	accept_others	accept_new	MneQ4hAwsBISPLIT192
20191128-175033_105_live.pkl	first_batch_37	first_batch_38	accept_rating_good	accept_new	JaNs468a59cSPLIT161
20200221-191804_80_live.pkl	first_batch_722	first_batch_722	accept_uninterested	reject_new	z9Zw-_EDVrUSPLIT169
20200220-120001_444_live.pkl	first_batch_332	first_batch_332	accept_others	accept_new	0VGD_jLyE9YSPLIT98
20191202-172940_355_live.pkl	first_batch_228	first_batch_228	accept_others	accept_new	4gU-x9HIPysSPLIT171
20200220-102545_60_live.pkl	first_batch_310	first_batch_310	accept_others	accept_new	HwT879-4WjsSPLIT129
20200221-084238_343_live.pkl	first_batch_393	first_batch_393	accept_uninterested	reject_new	naQr0uTrH_sSPLIT145
20200220-131440_461_live.pkl	first_batch_350	first_batch_350	accept_rating_good	accept_new	iyd0eYFl4eYSPLIT161
20191204-083304_500_live.pkl	first_batch_178	first_batch_178	accept_rating_good	accept_new	EbsqlDkv3oMSPLIT124
20191203-072016_136_live.pkl	first_batch_103	first_batch_103	accept_others	accept_new	UTNcOwQ2lRwSPLIT147
20191202-032309_51_live.pkl	first_batch_185	first_batch_185	accept_uninterested	reject_new	AuzyODgWRp4SPLIT53
20191130-191717_339_live.pkl	first_batch_501	first_batch_501	accept_uninterested	reject_new	UhZzJTvWJUcSPLIT71
20191202-025901_509_live.pkl	first_batch_183	first_batch_183	accept_others	accept_new	r3N20SC5T84SPLIT147
20191203-082904_289_live.pkl	first_batch_112	first_batch_112	reject	reject_new	cs8rFsmhNTcSPLIT78
20200224-074856_432_live.pkl	first_batch_769	first_batch_769	accept_uninterested	reject_new	B2G9-KhBek8SPLIT142
20191126-202029_244_live.pkl	first_batch_600	first_batch_600	accept_rating_good	accept_new	_EpH1zU-NIUSPLIT133
20191130-104636_902_live.pkl	first_batch_561	first_batch_561	accept_uninterested	reject_new	xVi6H27-VPoSPLIT145
20191206-231921_578_live.pkl	first_batch_412	first_batch_412	accept_uninterested	reject_new	4zaJ1f2_D94SPLIT149
20200220-121147_666_live.pkl	first_batch_335	first_batch_335	accept_others	accept_new	4gU-x9HIPysSPLIT171
20191203-173428_942_live.pkl	first_batch_143	first_batch_143	accept_uninterested	reject_new	VcSosCe0B-ASPLIT151
20191201-201259_531_live.pkl	first_batch_642	first_batch_642	accept_rating_good	accept_new	rhe8KhSxWGoSPLIT130
20191209-005240_294_live.pkl	first_batch_464	first_batch_464	accept_others	accept_new	C_2kBHnwZ9MSPLIT151
20191205-073942_838_live.pkl	first_batch_693	first_batch_693	accept_others	accept_new	SVOvWipktrcSPLIT71
20191129-131754_647_live.pkl	first_batch_11	first_batch_11	accept_others	accept_new	_EpH1zU-NIUSPLIT133
