seeker_survey_id	role	seeker_id	case	reason	age_group	gender	race	degree	job	marital_status	political_view	religion	recommender_id	date
first_batch_226	SEEKER	user_372	accept_rating_good	Saw the trailer on TV looked funny	55 - 74	Male	Caucasian	Bachelor/4-year Degree	Retired	Married	Moderate	Protestant	user_77	2019-12-02 15:10:34.024713
first_batch_227	SEEKER	user_294	accept_rating_mod	The person recommending the trailer seem to think I would enjoy watching the trailer.	35 - 44	Male	Caucasian	High School/GED	Unable to Work	Never been married	Liberal	Protestant	user_5	2019-12-02 15:14:07.676634
first_batch_229	SEEKER	user_373	accept_rating_good	As those are good family movies and can be watched with kids>	25 - 34	Female	South Asian	High School/GED	Homemaker	Married	Moderate	Hindu	user_77	2019-12-02 15:43:07.683453
first_batch_230	SEEKER	user_375	accept_rating_good	The actors and the plot seemed very interesting and exactly what I would watch.	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Living with partner	Moderate	Jewish	user_374	2019-12-02 15:46:37.459800
first_batch_231	SEEKER	user_376	accept_rating_good	It's sci-fi and action together, so I think I would enjoy it. 	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Protestant	user_214	2019-12-02 15:53:54.001310
first_batch_232	SEEKER	user_377	accept_others	Did not load	18 - 24	Male	Hispanic/Latino	No Degree	Non-university student	Never been married	Moderate	Roman Catholic	user_304	2019-12-02 17:01:59.461598
first_batch_233	SEEKER	user_379	accept_others	the actors and the genre	18 - 24	Female	Caucasian	Bachelor/4-year Degree	Employed	Living with partner	Moderate	Atheist	user_378	2019-12-02 17:23:15.704267
first_batch_234	SEEKER	user_381	accept_others	I asked for action and comedy. It fits my request perfectly	25 - 34	Female	Caucasian	on	Employed	Married	Conservative	Protestant	user_380	2019-12-02 17:29:40.458250
first_batch_235	SEEKER	user_78	accept_rating_good	I like Matt Damon and it sounded action packed.	45 - 54	Female	Caucasian	on	Employed	Married	Conservative	Protestant	user_382	2019-12-02 17:33:13.741872
first_batch_236	SEEKER	user_384	accept_rating_good	Looks funny and happy!! i love it!	45 - 54	Female	Pacific Islander	High School/GED	Employed	Married	Moderate	Other	user_383	2019-12-02 17:51:31.359115
first_batch_237	SEEKER	user_386	accept_rating_good	this movie sounds and looks scary from watching the trailer.	25 - 34	Male	Caucasian	Associate Degree	Employed	Married	Conservative	Roman Catholic	user_385	2019-12-02 17:59:56.309472
first_batch_238	SEEKER	user_388	accept_others	I liked the message that the recommended movie has.	18 - 24	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Atheist	user_387	2019-12-02 18:36:12.690847
first_batch_239	SEEKER	user_389	accept_others	It is a documentary and it is based on a true story. I can learn from this.	18 - 24	Male	Southeast Asian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Atheist	user_211	2019-12-02 18:36:40.942681
first_batch_240	SEEKER	user_390	accept_rating_good	SOunds good, and it reminded me that I saw the trailer	55 - 74	Male	Caucasian	on	Employed	Married	Liberal	Other	user_44	2019-12-02 19:05:15.225857
first_batch_241	SEEKER	user_392	accept_rating_good	I like superhero movies and thrillers.	25 - 34	Female	African	Bachelor/4-year Degree	Employed	Never been married	Moderate	Atheist	user_391	2019-12-02 19:08:33.688214
first_batch_242	SEEKER	user_394	accept_rating_good	Its a new action movie.	45 - 54	Male	Other	Associate Degree	Employed	on	Moderate	Protestant	user_393	2019-12-02 19:25:39.262160
first_batch_243	SEEKER	user_396	accept_rating_good	Other	25 - 34	Female	Other	Bachelor/4-year Degree	Employed	Married	Moderate	Other	user_395	2019-11-25 16:02:23.359800
first_batch_244	SEEKER	user_398	accept_others	Atheist	18 - 24	Female	Caucasian	Associate Degree	Employed	Married	Liberal	Atheist	user_397	2019-11-26 05:31:05.755026
first_batch_245	SEEKER	user_400	accept_others	Atheist	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Moderate	Atheist	user_399	2019-11-26 06:12:50.353381
first_batch_246	SEEKER	user_362	accept_rating_good	Genre	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Atheist	user_401	2019-11-26 11:22:30.126993
first_batch_247	SEEKER	user_402	accept_others	Acting	45 - 54	Female	African	Associate Degree	Employed	Living with partner	Moderate	Atheist	user_364	2019-11-26 11:28:28.020247
first_batch_248	SEEKER	user_403	accept_others	Characters	35 - 44	Female	Caucasian	on	Employed	Married	Liberal	Protestant	user_321	2019-11-26 11:48:41.621358
first_batch_250	SEEKER	user_404	accept_rating_good	The movie is a war movie	55 - 74	Male	Caucasian	High School/GED	Employed	Divorced	Conservative	Protestant	user_365	2019-12-04 10:45:53.071419
first_batch_251	SEEKER	user_304	accept_rating_good	it is a thriller movie that is suspenseful and has some scary parts to it.	55 - 74	Female	Caucasian	Associate Degree	Employed	Married	Conservative	Roman Catholic	user_405	2019-12-04 10:49:31.370267
first_batch_252	SEEKER	user_407	accept_others	How helpful and informative they were 	45 - 54	Male	Caucasian	High School/GED	Employed	Married	Conservative	Protestant	user_406	2019-12-04 10:52:18.322619
first_batch_253	SEEKER	user_115	accept_others	i love comedies especially Christmas ones	25 - 34	Female	Caucasian	Master	Employed	Married	Liberal	Muslim	user_95	2019-12-04 10:56:48.236401
first_batch_254	SEEKER	user_409	accept_others	Fatal attraction	25 - 34	Female	Caucasian	Associate Degree	Employed	Separated	Moderate	Roman Catholic	user_408	2019-12-04 11:09:09.280446
first_batch_255	SEEKER	user_411	accept_others	The person recommended a movie that I haven't seen but that fits the type of movie I would watch.	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Other	user_410	2019-12-04 11:10:20.581745
first_batch_256	SEEKER	user_190	accept_uninterested	They are biographies with a good story. The imitation game's star was nominated for an Oscar.	55 - 74	Female	Caucasian	Bachelor/4-year Degree	Employed	Divorced	Moderate	Roman Catholic	user_412	2019-12-04 11:23:28.749867
first_batch_258	SEEKER	user_413	accept_rating_good	I enjoy Disney movies and have not seen this particular movie or trailer. 	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Employed	Divorced	Liberal	Atheist	user_114	2019-12-04 11:41:16.086156
first_batch_259	SEEKER	user_415	accept_rating_good	The cast seems exciting. 	35 - 44	Male	African	Master	Unable to Work	Married	Moderate	Mormon	user_414	2019-12-04 11:52:07.044875
first_batch_260	SEEKER	user_417	accept_others	I like car racing and heard about this race back in the 1960's	55 - 74	Female	Caucasian	Associate Degree	Retired	Married	Conservative	Protestant	user_416	2019-12-04 12:08:42.758299
first_batch_261	SEEKER	user_419	accept_rating_good	It has an interesting plot line and a lot of highly acclaimed actors and actresses in the movie	35 - 44	Female	Caucasian	High School/GED	Employed	Married	Moderate	Protestant	user_418	2019-12-04 12:12:16.782949
first_batch_263	SEEKER	user_420	accept_rating_good	the genre of the movie	35 - 44	Male	Native American/American Indian/Alaskan Native	Bachelor/4-year Degree	Employed	Married	Conservative	Protestant	user_77	2019-12-04 13:05:07.357143
first_batch_264	SEEKER	user_386	accept_rating_good	scary and very blood and gore. I think this movie would be exciting to watch.	25 - 34	Male	Caucasian	Associate Degree	Employed	Married	Conservative	Roman Catholic	user_104	2019-12-04 13:29:57.403413
first_batch_265	SEEKER	user_42	accept_rating_good	the main actor of the movie recommended, Keanu Reaves. I love movies with this guy	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Divorced	Liberal	Roman Catholic	user_92	2019-12-04 14:16:18.434180
first_batch_267	SEEKER	user_149	accept_uninterested	the trailer is interesting	25 - 34	Male	South Asian	Master	Employed	Married	Moderate	Hindu	user_421	2019-12-04 14:30:05.620216
first_batch_266	SEEKER	user_423	accept_uninterested	This is a must see movie. I love Tiffany Haddish	25 - 34	Female	African	High School/GED	Employed	Never been married	Moderate	Other	user_422	2019-12-04 14:29:36.460923
first_batch_268	SEEKER	user_92	accept_rating_good	The leading actress of the movie and the speaker was persuasive.	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Roman Catholic	user_77	2019-12-04 14:40:51.108117
first_batch_269	SEEKER	user_425	accept_rating_good	I loved the first movie and know I would enjoy the second.	35 - 44	Female	Caucasian	High School/GED	Employed	Married	Liberal	Roman Catholic	user_424	2019-12-04 14:44:50.805586
first_batch_270	SEEKER	user_426	accept_rating_good	I like action movies especially if they are of the sci-fi genre.	35 - 44	Female	Caucasian	High School/GED	Employed	Married	Conservative	Protestant	user_279	2019-12-04 15:06:47.738851
first_batch_272	SEEKER	user_77	accept_rating_good	It was a very good war movie.	45 - 54	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Orthodox	user_372	2019-12-04 15:14:06.055702
first_batch_271	SEEKER	user_427	accept_others	It's a comedy which is my favorite genre of movies. Also has John Cena, one of my favorite actors.	35 - 44	Male	East Asian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Atheist	user_5	2019-12-04 15:13:44.519450
first_batch_273	SEEKER	user_429	accept_uninterested	spies in disguise	25 - 34	Male	East Asian	High School/GED	Employed	Married	Conservative	Buddhist	user_428	2019-12-04 15:15:13.254367
first_batch_274	SEEKER	user_431	accept_rating_good	I accepted it because I used to read the books when I was a kid. It also got good reviews. The person who recommended it seemed nice and said they also liked horror movies. Finally, it's a horror movie and that's my favorite genre. 	25 - 34	Female	Hispanic/Latino	Professional Postgraduate Degree (Medical, Law, etc)	Employed	Living with partner	Liberal	Other	user_430	2019-12-04 15:32:50.061304
first_batch_275	SEEKER	user_433	accept_uninterested	It is a newer movie and fit the genre I was looking for	18 - 24	Female	Caucasian	Master	University Student	Never been married	Liberal	Other	user_432	2019-12-04 16:05:42.616736
first_batch_277	SEEKER	user_435	accept_rating_good	It sounds funny and like something I'd be interested in.	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Atheist	user_434	2019-12-04 16:41:21.512426
first_batch_278	SEEKER	user_437	accept_rating_good	It sounded very interesting and historically accurate, and was about an important event.  Additionally, it is a genre I enjoy (documentaries).  It is also highly recommended by critics according to the recommender.	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Other	user_436	2019-12-04 16:42:22.819243
first_batch_279	SEEKER	user_439	accept_rating_good	Suspense, drama and really good acting; all the elements of a great movie!	55 - 74	Female	Caucasian	High School/GED	Retired	Widowed	Liberal	Other	user_438	2019-12-04 17:31:09.471460
first_batch_281	SEEKER	user_441	accept_rating_good	The suggester listened to what I liked, and suggested thriller movies that I might like based off of my preferences, this one sounds and looks good and I like the actor in it	25 - 34	Male	Caucasian	Vocational Training	Employed	Married	Conservative	Orthodox	user_440	2019-12-04 18:04:15.230889
first_batch_280	SEEKER	user_443	accept_others	My family loves Super Hero movies and this one one we have not seen yet.	35 - 44	Female	Caucasian	Associate Degree	Employed	Married	Moderate	Other	user_442	2019-12-04 17:59:23.727717
first_batch_282	SEEKER	user_445	accept_rating_good	It seems funny and I've heard the name and that it is good	Male	Caucasian	High School/GED	University Student	Never been married	Conservative	Roman Catholic	Pleased	user_444	2020-02-19 23:05:29.829428
first_batch_283	SEEKER	user_278	accept_rating_good	I like action movies and I like Tom Cruise.	55 - 74	Female	Caucasian	High School/GED	Employed	Married	Conservative	Roman Catholic	user_77	2020-02-19 23:16:05.768973
first_batch_284	SEEKER	user_447	accept_rating_mod	It's a movie I've never watched, so I'm down to see something new.	25 - 34	Female	Caucasian	High School/GED	Employed	Married	Conservative	Other	user_446	2020-02-19 23:26:18.737572
first_batch_285	SEEKER	user_449	accept_rating_good	It is nostalgic for me and offers a new take on a classic. Plus I love all things Disney.	25 - 34	Female	Caucasian	Master	Homemaker	Married	Moderate	Protestant	user_448	2020-02-19 23:31:23.708639
first_batch_286	SEEKER	user_451	accept_rating_good	Im a movie guy, I honestly love all movies and i was given some good suggestions.	18 - 24	Male	Caucasian	High School/GED	Employed	Never been married	Moderate	Protestant	user_450	2020-02-20 01:15:31.791503
first_batch_287	SEEKER	user_453	accept_rating_mod	I gave specifics about a movie I did like and they recommended one like it!	18 - 24	Female	Caucasian	Associate Degree	Employed	Living with partner	Conservative	Protestant	user_452	2020-02-20 01:25:00.267703
first_batch_288	SEEKER	user_454	accept_rating_mod	table 19	25 - 34	Male	African	High School/GED	University Student	Never been married	Moderate	Roman Catholic	user_298	2020-02-20 01:51:51.541471
first_batch_289	SEEKER	user_283	accept_rating_good	I generally like most movies.  I enjoy the magic of cinema and will try most any movie.  I have heard a lot of people say this is a great movie, and if I remember correctly it won an Academy Award.  Also, I really like Tommy Lee Jones, and liked Javier Bardem in Skyfall.  So I'm willing to give it a go.	35 - 44	Male	Caucasian	High School/GED	Employed	Married	Liberal	Atheist	user_455	2020-02-20 04:33:27.273152
first_batch_290	SEEKER	user_456	accept_others	To see if it is a movie I am interested in watching. 	45 - 54	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Other	user_172	2020-02-20 04:58:59.754669
first_batch_292	SEEKER	user_458	accept_rating_mod	it really has everything im looking for in a movie	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Orthodox	user_457	2020-02-20 05:18:21.274079
first_batch_291	SEEKER	user_460	accept_others	Woody Harrelson and Dennis Quad are in it so it has to be good.	55 - 74	Female	Caucasian	Bachelor/4-year Degree	Employed	Divorced	Conservative	Protestant	user_459	2020-02-20 05:16:29.959888
first_batch_293	SEEKER	user_172	accept_rating_good	It is something I was already considering watching based on cultural buzz and the recommender convinced me to watch it. 	35 - 44	Female	Caucasian	Associate Degree	Employed	Living with partner	Liberal	Other	user_461	2020-02-20 05:26:16.450700
first_batch_294	SEEKER	user_463	accept_rating_good	I like the actress and I know that the story is good because I read the book already. 	25 - 34	Female	Hispanic/Latino	Master	Employed	Married	Liberal	Buddhist	user_462	2020-02-20 05:29:29.548821
first_batch_295	SEEKER	user_465	accept_rating_good	I like action comedies with Will Smith.	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Homemaker	Married	Moderate	Roman Catholic	user_464	2020-02-20 05:36:31.419021
first_batch_296	SEEKER	user_467	accept_rating_good	I love romantic comedies and this one sounds like it would be one I'd enjoy.	25 - 34	Female	Caucasian	Master	Employed	Married	Moderate	Roman Catholic	user_466	2020-02-20 05:54:39.432391
first_batch_297	SEEKER	user_135	accept_others	It sounds funny. 	18 - 24	Male	Caucasian	High School/GED	Employed	Never been married	Liberal	Protestant	user_468	2020-02-20 06:48:26.094440
first_batch_298	SEEKER	user_470	accept_uninterested	i like the movie	18 - 24	Female	Caucasian	Associate Degree	University Student	Living with partner	Liberal	Atheist	user_469	2020-02-20 06:53:36.099338
first_batch_299	SEEKER	user_472	accept_rating_good	Action, comedic relief, Matthew McConaughey	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Orthodox	user_471	2020-02-20 06:59:16.327994
first_batch_300	SEEKER	user_474	accept_rating_good	Nostalgia! I havent seen in awhile and I loved as a kid	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Roman Catholic	user_473	2020-02-20 07:11:22.753713
first_batch_301	SEEKER	user_476	accept_rating_good	I like how spicy the movie seems in the love scenes	25 - 34	Female	African	Bachelor/4-year Degree	Employed	Never been married	Moderate	Other	user_475	2020-02-20 07:37:36.744672
first_batch_302	SEEKER	user_478	accept_others	it is like another movie I liked	35 - 44	Male	Caucasian	High School/GED	Employed	Never been married	Liberal	Atheist	user_477	2020-02-20 09:37:30.167254
first_batch_304	SEEKER	user_480	accept_rating_good	It was a good recommendation that fit my interests	35 - 44	Male	Caucasian	Associate Degree	University Student	Living with partner	Conservative	Jewish	user_479	2020-02-20 09:39:47.942347
first_batch_303	SEEKER	user_482	accept_uninterested	told me about a genre i like and gave me movie details	18 - 24	Female	Other	Bachelor/4-year Degree	Employed	Never been married	Liberal	Other	user_481	2020-02-20 09:39:24.653334
first_batch_305	SEEKER	user_304	accept_rating_good	I love to watch these type of movies.	55 - 74	Female	Caucasian	Associate Degree	Employed	Married	Conservative	Roman Catholic	user_483	2020-02-20 09:44:02.048163
first_batch_306	SEEKER	user_135	accept_others	It's a good movie I know. 	18 - 24	Male	Caucasian	High School/GED	Employed	Never been married	Liberal	Protestant	user_484	2020-02-20 09:59:56.501536
first_batch_307	SEEKER	user_333	accept_others	the ratings and the staring actors on the show	25 - 34	Male	African	Bachelor/4-year Degree	Employed	Married	Moderate	Roman Catholic	user_485	2020-02-20 10:05:56.267290
first_batch_308	SEEKER	user_487	accept_others	Good recommendation from my partner.	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Other	user_486	2020-02-20 10:06:16.306323
first_batch_309	SEEKER	user_489	accept_others	it's good 	25 - 34	Male	Southeast Asian	Master	Employed	Married	Conservative	Roman Catholic	user_488	2020-02-20 10:09:00.791189
first_batch_310	SEEKER	user_77	accept_others	Leonardo Dicaprio and the plot of the movie seems to be great.	45 - 54	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Orthodox	user_490	2020-02-20 10:14:58.048188
first_batch_311	SEEKER	user_492	accept_others	everything 	25 - 34	Male	Hispanic/Latino	Bachelor/4-year Degree	Employed	Never been married	Liberal	Atheist	user_491	2020-02-20 10:16:27.796144
first_batch_313	SEEKER	user_494	accept_uninterested	They recommended movies that sound similar to ones I like.	18 - 24	Male	Caucasian	Bachelor/4-year Degree	University Student	Never been married	Moderate	Other	user_493	2020-02-20 10:20:43.454704
first_batch_312	SEEKER	user_496	accept_others	Video would not load	18 - 24	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Other	user_495	2020-02-20 10:19:56.547092
first_batch_314	SEEKER	user_498	accept_others	na	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Roman Catholic	user_497	2020-02-20 10:22:07.899996
first_batch_316	SEEKER	user_499	accept_rating_good	Was looking for something that my husband and I both would like for a date night, and this was recommended to be a great, fun comedy. But watching the trailer, its look awesome and we cant wait to see it!	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Protestant	user_135	2020-02-20 10:24:55.361173
first_batch_315	SEEKER	user_501	accept_rating_good	I really like Juliane Moore and Nathan Lane. I wanted to watch a comedy to lift up my spirits and I think this might do the trick!	25 - 34	Male	Caucasian	High School/GED	Employed	Separated	Liberal	Buddhist	user_500	2020-02-20 10:24:49.816038
first_batch_317	SEEKER	user_503	accept_others	I like the option suggested it looks like it would be a great entertaining watch and a new take on things.	25 - 34	Female	African	Bachelor/4-year Degree	Employed	Living with partner	Liberal	Atheist	user_502	2020-02-20 10:25:45.897076
first_batch_319	SEEKER	user_121	accept_rating_good	I was interested based on the recommendation, and this trailer affirms that. It mentions the reviews and they look great!	45 - 54	Female	Caucasian	High School/GED	Employed	Separated	Liberal	Muslim	user_304	2020-02-20 10:36:00.059424
first_batch_320	SEEKER	user_505	accept_rating_good	I was recommended to watch this movie. It looks really good and I wanted to see the trailer. 	25 - 34	Male	Caucasian	Associate Degree	Employed	Married	Conservative	Atheist	user_504	2020-02-20 10:42:23.725950
first_batch_321	SEEKER	user_507	accept_rating_good	The movie plot seems thrilling.	25 - 34	Male	Caucasian	High School/GED	Employed	Never been married	Liberal	Atheist	user_506	2020-02-20 10:47:21.453717
first_batch_322	SEEKER	user_509	accept_uninterested	There were not very many romcom options available and this sounded good.	35 - 44	Female	Caucasian	High School/GED	Employed	Married	Liberal	Atheist	user_508	2020-02-20 10:54:37.122020
first_batch_323	SEEKER	user_510	accept_rating_good	It's not a plot that has been done often.  I like the idea of them having to walk around on the bottom of the ocean in those suits in the dark.  It adds to the suspense.	35 - 44	Female	African	High School/GED	Employed	Never been married	Moderate	Protestant	user_333	2020-02-20 11:00:37.688403
first_batch_325	SEEKER	user_512	accept_rating_good	I accepted the recommended movie because they followed my guidelines of an action movie and they were interested in similar movies as I was. 	18 - 24	Female	Caucasian	Associate Degree	Employed	Living with partner	Moderate	Roman Catholic	user_511	2020-02-20 11:04:47.805198
first_batch_326	SEEKER	user_514	accept_rating_good	the suspense, plus Samuel Jackson	55 - 74	Female	Caucasian	Master	Homemaker	Married	Moderate	Jewish	user_513	2020-02-20 11:06:10.019428
first_batch_324	SEEKER	user_491	accept_uninterested	It's a fuckin' good movie. 	18 - 24	Male	Caucasian	Master	Employed	Married	Liberal	Mormon	user_503	2020-02-20 11:03:28.699532
first_batch_327	SEEKER	user_304	accept_rating_good	escape room looks suspenseful and scary.	55 - 74	Female	Caucasian	Associate Degree	Employed	Married	Conservative	Roman Catholic	user_515	2020-02-20 11:17:17.579034
first_batch_328	SEEKER	user_517	accept_rating_good	I like that it deals with the world around me and natural phenomena.  It would be enlightening and teach me something that I already do not know.	35 - 44	Male	Caucasian	Professional Postgraduate Degree (Medical, Law, etc)	Employed	Never been married	Conservative	Protestant	user_516	2020-02-20 11:18:41.772225
first_batch_329	SEEKER	user_519	accept_others	the recommendation came for the same actress of the latest romantic movie i watched and i loved.  	35 - 44	Female	Hispanic/Latino	Associate Degree	Homemaker	Married	Moderate	Other	user_518	2020-02-20 11:20:14.706034
first_batch_330	SEEKER	user_521	reject		55 - 74	Female	Caucasian	Bachelor/4-year Degree	Employed	Divorced	Conservative	Other	user_520	2020-02-20 11:21:32.308354
first_batch_331	SEEKER	user_522	accept_others	It matched what I was looking for. Perfect recommendation, covered everything that I was looking for. 	35 - 44	Male	Caucasian	Associate Degree	Employed	Married	Moderate	Jewish	user_482	2020-02-20 11:22:37.765849
first_batch_333	SEEKER	user_333	accept_others	the actors in the show	25 - 34	Male	African	Bachelor/4-year Degree	Employed	Married	Moderate	Roman Catholic	user_523	2020-02-20 11:31:09.032830
first_batch_335	SEEKER	user_525	accept_rating_good	It's my favorite genre of movies and it look and sounds very interesting.	55 - 74	Male	Caucasian	High School/GED	Retired	Divorced	Moderate	Atheist	user_524	2020-02-20 11:33:29.587065
first_batch_334	SEEKER	user_526	accept_rating_good	It was one of my favorite types of movies, and won many awards.	18 - 24	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Atheist	user_491	2020-02-20 11:32:17.506083
first_batch_336	SEEKER	user_528	accept_rating_good	This is a great classic comedy and love story. It checks all of the boxes for a date night movie. 	35 - 44	Female	Other	Associate Degree	Employed	Living with partner	Moderate	Other	user_527	2020-02-20 11:36:09.941385
first_batch_337	SEEKER	user_529	accept_rating_good	its good video	25 - 34	Female	Hispanic/Latino	Bachelor/4-year Degree	Employed	Living with partner	Moderate	Roman Catholic	user_482	2020-02-20 11:43:36.828467
first_batch_338	SEEKER	user_531	accept_rating_good	The trailer helps. I like the movie because it is a Spielberg movie. I like the actors. I like it because it is based on fact. I remember the U2 incident. I remember the pictures of Gary Powers. I know I will really like this movie. And I have not seen it. 	75 or older	Male	Caucasian	Master	Retired	Married	Moderate	Roman Catholic	user_530	2020-02-20 11:48:32.936833
first_batch_339	SEEKER	user_533	accept_rating_good	It’s the backstory of a superhero’s nemesis and a genre I enjoy generally	45 - 54	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Atheist	user_532	2020-02-20 11:53:45.734950
first_batch_340	SEEKER	user_482	accept_others	A movie that someone thinks I actually enjoy	18 - 24	Female	Other	Bachelor/4-year Degree	Employed	Never been married	Liberal	Other	user_534	2020-02-20 12:00:01.996412
first_batch_341	SEEKER	user_536	accept_rating_good	I have seen the first one and I liked it. 	25 - 34	Male	Caucasian	Master	Employed	Never been married	Moderate	Roman Catholic	user_535	2020-02-20 12:06:45.455017
first_batch_342	SEEKER	user_364	accept_others	Drama and love	55 - 74	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Roman Catholic	user_532	2020-02-20 12:07:51.667251
first_batch_343	SEEKER	user_538	accept_others	na	18 - 24	Male	Caucasian	Associate Degree	Employed	Never been married	Moderate	Roman Catholic	user_537	2020-02-20 12:11:47.145530
first_batch_344	SEEKER	user_333	accept_rating_good	the plot	25 - 34	Male	African	Bachelor/4-year Degree	Employed	Married	Conservative	Roman Catholic	user_539	2020-02-20 12:16:34.535054
first_batch_346	SEEKER	user_298	accept_rating_good	It is the genre that I like	45 - 54	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Moderate	Protestant	user_540	2020-02-20 12:24:42.666172
first_batch_345	SEEKER	user_503	accept_rating_good	I love the classic Pet Sematary movie, wonderful choice on partners part.	25 - 34	Female	African	Bachelor/4-year Degree	Employed	Living with partner	Liberal	Atheist	user_541	2020-02-20 12:22:33.296742
first_batch_347	SEEKER	user_542	accept_rating_good	She had watched the movie before and said it was good. She also took into account that I wanted a movie I could watch with the whole family, including 2 young boys. She asked me about my likes and based her review on that. I am confident that she made a good choice for me.	35 - 44	Female	Caucasian	Master	Employed	Married	Conservative	Roman Catholic	user_532	2020-02-20 12:32:14.582776
first_batch_348	SEEKER	user_98	accept_rating_mod	The film features an actor that I like a lot.	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Other	user_77	2020-02-20 12:33:53.833858
first_batch_350	SEEKER	user_543	accept_others	the Director and list of actors 	Male	Caucasian	Associate Degree	Employed	Never been married	Liberal	Roman Catholic	Pleased	user_482	2020-02-20 12:37:36.600465
first_batch_349	SEEKER	user_364	accept_uninterested	Matt Damon	55 - 74	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Roman Catholic	user_503	2020-02-20 12:37:16.799603
first_batch_352	SEEKER	user_544	accept_others	That the person who recommended it has similar interests as I do	25 - 34	Male	Caucasian	Vocational Training	Employed	Never been married	Moderate	Other	user_503	2020-02-20 12:45:03.620077
first_batch_351	SEEKER	user_546	accept_uninterested	I like the aspect of foreign and other lands. I love scenery inAction films.	18 - 24	Male	South Asian	Bachelor/4-year Degree	Employed	Never been married	Conservative	Muslim	user_545	2020-02-20 12:44:50.904058
first_batch_353	SEEKER	user_547	accept_rating_good	I love the Xmen movies 	45 - 54	Male	Caucasian	High School/GED	Unable to Work	Never been married	Moderate	Atheist	user_510	2020-02-20 12:51:05.004880
first_batch_354	SEEKER	user_548	accept_rating_good	sounds like a movie I would be interested in as I read lots of future sci fi type books.	55 - 74	Female	Caucasian	Bachelor/4-year Degree	Retired	Married	Conservative	Protestant	user_546	2020-02-20 12:57:00.350702
first_batch_355	SEEKER	user_550	accept_rating_good	The same actors as a movie I mentioned I had watched recently and enjoyed.	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Protestant	user_549	2020-02-20 13:03:03.218599
first_batch_356	SEEKER	user_551	accept_rating_good	Because it sound good to me. I like shining movies sound good to me.	55 - 74	Female	African	Associate Degree	Employed	Living with partner	Conservative	Roman Catholic	user_503	2020-02-20 13:07:35.535849
first_batch_357	SEEKER	user_552	accept_rating_good	It looks super interesting and I like superhero movies	25 - 34	Female	African	Bachelor/4-year Degree	Employed	Never been married	Moderate	Atheist	user_503	2020-02-20 13:08:18.698338
first_batch_358	SEEKER	user_554	accept_rating_good	I'm a fan of the Terminator franchise, and I really liked T2: Judgement Day. This movie has a lot of action but also a nice story line that has developed through the previous Terminator movies.	25 - 34	Male	East Asian	Master	Employed	Married	Moderate	Protestant	user_553	2020-02-20 13:14:40.411858
first_batch_359	SEEKER	user_491	accept_rating_good	It genuinely sounds like what I'm looking for. 	18 - 24	Male	Caucasian	Master	Employed	Married	Liberal	Mormon	user_555	2020-02-20 13:28:11.427778
first_batch_360	SEEKER	user_549	accept_rating_good	I thought the plot sounded good and I liked the time period of it. I also 	35 - 44	Male	Caucasian	Associate Degree	Employed	Married	Conservative	Atheist	user_546	2020-02-20 13:38:11.854193
first_batch_361	SEEKER	user_557	accept_rating_good	I've been wanting to see this movie !	18 - 24	Male	Hispanic/Latino	Vocational Training	Non-university student	Never been married	Moderate	Atheist	user_556	2020-02-20 14:42:11.646703
